"","upc","descrip.X1","descrip.X2","descrip.X3","descrip.X4","descrip.X5","descrip.X6","price","q","sales","volsales","unit","descrip1"
"606", 8380404545,SANTE,BLUSH,NON,ALCO,SANTE,BLUSH,2.17285490,2.214085e+03,4.820400e+03,7.860000e+05,"ML","SANTE BLUSH NON ALCO"
"607", 8382007131,BASS,ALE,NR,BTLS,BASS,ALE,1.17855760,2.543034e+05,2.905372e+05,9.027772e+07,"Oz","BASS ALE NR BTLS"
"608", 8382007331,BASS,ALE,KING,SIZE,B,BASS,1.37543960,2.443021e+04,3.192504e+04,8.672724e+06,"Oz","BASS ALE KING SIZE B"
"609", 8382007531,BASS,ALE,NR,BTL,BASS,ALE,1.12241020,5.434193e+03,5.985430e+03,1.929139e+06,"Oz","BASS ALE NR BTL"
"610", 8382008131,COUNTRY,CHASE,ALE,COUNTRY,CHASE,ALE,1.24874840,8.937028e+02,1.116010e+03,3.172645e+05,"Oz","COUNTRY CHASE ALE"
"611", 8382012360,GUINNESS,PUB,DRAUGHT,GUINNESS,PUB,DRAUGHT,1.20877530,8.427198e+04,1.004726e+05,2.991655e+07,"Oz","GUINNESS PUB DRAUGHT"
"612", 8382012393,GUINNESS,STOUT,N.R.B,GUINNESS,STOUT,N.R.B,1.26747550,2.645600e+05,3.235561e+05,9.391881e+07,"Oz","GUINNESS STOUT N.R.B"
"613", 8382012455,GUINESS,STOUT,GUINESS,STOUT,GUINESS,STOUT,1.52696980,1.785032e+04,2.600014e+04,6.336865e+06,"Oz","GUINESS STOUT"
"614", 8382023471,HARP,IRISH,LAGER,BTL,HARP,IRISH,1.37012970,7.168849e+03,9.617170e+03,2.544942e+06,"Oz","HARP IRISH LAGER BTL"
"615", 8382023473,HARP,LAGER,NR,BTLS,HARP,LAGER,1.12115110,1.548565e+05,1.671194e+05,5.497406e+07,"Oz","HARP LAGER NR BTLS"
"616", 8382056793,RED,STRIPE,N.R.,BTLS,RED,STRIPE,1.13361240,3.034991e+04,3.374092e+04,1.077422e+07,"Oz","RED STRIPE N.R. BTLS"
"617", 8382072553,KALIBER,NON-ALCH,NR,KALIBER,NON-ALCH,NR,0.81866068,1.067465e+05,8.617932e+04,3.789501e+07,"Oz","KALIBER NON-ALCH NR"
"618", 8417323130,BERGHOFF,RED,BEER,BERGHOFF,RED,BEER,0.76210505,3.385874e+04,2.396885e+04,1.201985e+07,"Oz","BERGHOFF RED BEER"
"619", 8417324130,AUGSBURGER,REG,BEER,AUGSBURGER,REG,BEER,0.61270660,7.528697e+04,4.415387e+04,2.672687e+07,"Oz","AUGSBURGER REG BEER"
"620", 8417324132,BERGHOFF,OCTOBERFEST,BERGHOFF,OCTOBERFEST,BERGHOFF,OCTOBERFEST,0.76140320,4.240590e+03,3.198430e+03,1.505409e+06,"Oz","BERGHOFF OCTOBERFEST"
"621", 8417325130,AUGSBURGER,DARK,BEER,AUGSBURGER,DARK,BEER,0.60277337,2.863448e+04,1.639706e+04,1.016524e+07,"Oz","AUGSBURGER DARK BEER"
"622", 8417327130,AUGSBURGER,LIGHT,BEE,AUGSBURGER,LIGHT,BEE,0.58951002,1.954150e+04,1.095672e+04,6.937233e+06,"Oz","AUGSBURGER LIGHT BEE"
"623", 8417330130,BERGHOFF,REGULAR,BEE,BERGHOFF,REGULAR,BEE,0.65708512,5.964537e+05,3.544653e+05,2.117411e+08,"Oz","BERGHOFF REGULAR BEE"
"624", 8417331130,BERGHOFF,DARK,BEER,N,BERGHOFF,DARK,0.65442181,2.757643e+05,1.656604e+05,9.789633e+07,"Oz","BERGHOFF DARK BEER N"
"625", 8417332130,BERGHOFF,BOCK,BEER,N,BERGHOFF,BOCK,0.72966951,1.665046e+04,1.199790e+04,5.910915e+06,"Oz","BERGHOFF BOCK BEER N"
"626", 8500000168,HORNSBY'S,DRAFT,CIDE,HORNSBY'S,DRAFT,CIDE,1.07110020,7.203005e+04,7.659799e+04,2.557067e+07,"Oz","HORNSBY'S DRAFT CIDE"
"627", 8500000320,HORNSBYS,DARK,N,DRY,HORNSBYS,DARK,1.07027510,2.666113e+04,2.837104e+04,9.464703e+06,"Oz","HORNSBYS DARK N DRY"
"628", 8520000100,SUTTER,HOME,FRE',WHT,SUTTER,HOME,2.15766360,3.359366e+04,7.065478e+04,1.192575e+07,"ML","SUTTER HOME FRE' WHT"
"629", 8520000101,SUTTER,HOME,FRE',CHA,SUTTER,HOME,2.32806490,2.576197e+04,5.904570e+04,9.145500e+06,"ML","SUTTER HOME FRE' CHA"
"630", 8520000104,SUTTER,HOME,RED,FRE,SUTTER,HOME,2.38530420,2.666197e+03,6.174220e+03,9.465000e+05,"ML","SUTTER HOME RED FRE"
"631", 8520000105,SUTTER,HOME,FRE',SPR,SUTTER,HOME,2.44000910,8.514085e+03,2.049261e+04,3.022500e+06,"ML","SUTTER HOME FRE' SPR"
"632", 8549800005,PETE'S,WICKED,ALE,PETE'S,WICKED,ALE,1.10219550,7.484845e+03,8.024430e+03,2.657120e+06,"Oz","PETE'S WICKED ALE"
"633", 8549811113,PETES,WICKED,STRAW,B,PETES,WICKED,0.99041337,7.743425e+03,7.659390e+03,2.748916e+06,"Oz","PETES WICKED STRAW B"
"634", 8549812345,PETE'S,HOLIDAY,SAMPL,PETE'S,HOLIDAY,SAMPL,1.15655600,2.615130e+03,3.022820e+03,9.283713e+05,"Oz","PETE'S HOLIDAY SAMPL"
"635", 8549822223,PETES,WICKED,MULTI,G,PETES,WICKED,0.98664206,9.416869e+02,9.299300e+02,3.342988e+05,"Oz","PETES WICKED MULTI G"
"636", 8549833332,PETES,WICKED,PALE,AL,PETES,WICKED,0.99103928,4.240590e+03,4.198400e+03,1.505409e+06,"Oz","PETES WICKED PALE AL"
"637", 8549844442,PETES,WICKED,OKTOBER,PETES,WICKED,OKTOBER,0.99379778,1.112630e+04,1.087098e+04,3.949837e+06,"Oz","PETES WICKED OKTOBER"
"638", 8549845670,PETE'S,SEASONAL,BREW,PETE'S,SEASONAL,BREW,0.89426470,4.070846e+04,3.543093e+04,1.445150e+07,"Oz","PETE'S SEASONAL BREW"
"639", 8549855552,PETES,WICKED,MAPLE,P,PETES,WICKED,0.99211317,3.364881e+03,3.334870e+03,1.194533e+06,"Oz","PETES WICKED MAPLE P"
"640", 8549866662,PETE'S,SEASONAL,BREW,PETE'S,SEASONAL,BREW,0.94339454,7.545491e+03,7.016620e+03,2.678649e+06,"Oz","PETE'S SEASONAL BREW"
"641", 8549873401,PETE'S,WICKED,HONEY,PETE'S,WICKED,HONEY,0.91630536,2.897636e+04,2.603357e+04,1.028661e+07,"Oz","PETE'S WICKED HONEY"
"642", 8549873736,PETE'S,WICKED,LAGER,PETE'S,WICKED,LAGER,0.91140872,8.415202e+03,7.538170e+03,2.987397e+06,"Oz","PETE'S WICKED LAGER"
"643", 8549873837,PETE'S,WICKED,ALE,PETE'S,WICKED,ALE,0.91316020,1.064886e+05,9.489042e+04,3.780345e+07,"Oz","PETE'S WICKED ALE"
"644", 8549873942,PETE'S,WICKED,SEASON,PETE'S,WICKED,SEASON,0.95002872,3.752952e+04,3.534180e+04,1.332298e+07,"Oz","PETE'S WICKED SEASON"
"645", 8549874011,PETE'S,WICKED,RED,PETE'S,WICKED,RED,0.91160613,2.648119e+04,2.380387e+04,9.400824e+06,"Oz","PETE'S WICKED RED"
"646", 8572501501,SAMUEL,SMITH,PALE,AL,SAMUEL,SMITH,1.99899780,5.998005e+00,1.199000e+01,2.129292e+03,"Oz","SAMUEL SMITH PALE AL"
"647", 8572501503,SAMUEL,SMITH,NUT,BRO,SAMUEL,SMITH,1.66555360,2.999003e+01,4.994999e+01,1.064646e+04,"Oz","SAMUEL SMITH NUT BRO"
"648", 8572511509,SAM,SMITH,OATMEAL,ST,SAM,SMITH,1.38629410,5.398205e+01,4.471000e+01,1.916363e+04,"Oz","SAM SMITH OATMEAL ST"
"649", 8590200015,DOS,EQUIS,BEER,DOS,EQUIS,BEER,0.93197644,1.199601e+01,1.118000e+01,4.258584e+03,"Oz","DOS EQUIS BEER"
"650", 8739699916,BLACK,DOG,ALE,BLACK,DOG,ALE,0.91512364,6.279912e+03,5.642520e+03,2.229369e+06,"Oz","BLACK DOG ALE"
"651", 8739699922,BLACK,DOG,PALE,ALE,BLACK,DOG,1.12593570,7.752422e+02,8.703700e+02,2.752110e+05,"Oz","BLACK DOG PALE ALE"
"652", 8739699938,BLACK,DOG,HONEY,RASP,BLACK,DOG,0.92886299,1.979342e+03,1.828200e+03,7.026664e+05,"Oz","BLACK DOG HONEY RASP"
"653", 8769210012,SAMUEL,ADAMS,LAGER,N,SAMUEL,ADAMS,0.90183264,1.301135e+06,1.134982e+06,4.619031e+08,"Oz","SAMUEL ADAMS LAGER N"
"654", 8769210014,SAMUEL,ADAMS,LAGERNR,SAMUEL,ADAMS,LAGERNR,0.90981311,3.180143e+05,2.743887e+05,1.128951e+08,"Oz","SAMUEL ADAMS LAGERNR"
"655", 8769210508,SAMUEL,ADAMS,WINTER,SAMUEL,ADAMS,WINTER,1.17798720,1.436322e+04,1.660902e+04,5.098944e+06,"Oz","SAMUEL ADAMS WINTER"
"656", 8769211216,SAMUEL,ADAMS,LAGER,K,SAMUEL,ADAMS,1.11983200,1.319681e+04,1.421845e+04,4.684868e+06,"Oz","SAMUEL ADAMS LAGER K"
"657", 8769220012,SAM,ADAMS,LIGHTSHIP,SAM,ADAMS,LIGHTSHIP,0.94443387,6.225930e+03,5.815600e+03,2.210205e+06,"Oz","SAM ADAMS LIGHTSHIP"
"658", 8769226102,SAMUEL,ADAMS,SCOTCH,SAMUEL,ADAMS,SCOTCH,0.92984384,5.541557e+04,5.039597e+04,1.967253e+07,"Oz","SAMUEL ADAMS SCOTCH"
"659", 8769227102,SAM,ADAMS,CHERRY,WHE,SAM,ADAMS,1.07775070,3.342688e+04,3.586518e+04,1.186654e+07,"Oz","SAM ADAMS CHERRY WHE"
"660", 8769227200,SAM,ADAMS,CHERRY,WHE,SAM,ADAMS,1.24668720,3.353885e+02,4.172100e+02,1.190629e+05,"Oz","SAM ADAMS CHERRY WHE"
"661", 8769228102,SAM,ADAMS,OLD,FEZZIW,SAM,ADAMS,1.10647890,7.893375e+03,8.581900e+03,2.802148e+06,"Oz","SAM ADAMS OLD FEZZIW"
"662", 8769228400,SAMUEL,ADAMS,OLD,FEZ,SAMUEL,ADAMS,1.06739490,7.580813e+02,8.064600e+02,2.691189e+05,"Oz","SAMUEL ADAMS OLD FEZ"
"663", 8769229103,SAM,ADAMS,WINTER,CLA,SAM,ADAMS,0.99832892,9.548825e+03,9.538040e+03,3.389833e+06,"Oz","SAM ADAMS WINTER CLA"
"664", 8769230030,SAMUEL,ADAMS,BOSTON,SAMUEL,ADAMS,BOSTON,0.91492712,2.006633e+05,1.775228e+05,7.123546e+07,"Oz","SAMUEL ADAMS BOSTON"
"665", 8769230040,SAMUEL,ADAMS,OCTOBER,SAMUEL,ADAMS,OCTOBER,1.00599680,1.655929e+05,1.612346e+05,5.878549e+07,"Oz","SAMUEL ADAMS OCTOBER"
"666", 8769230060,SAMUEL,ADAMS,LAGER,N,SAMUEL,ADAMS,0.83194321,1.079641e+02,8.982000e+01,3.832726e+04,"Oz","SAMUEL ADAMS LAGER N"
"667", 8769231022,SAMUEL,ADAMS,SEASONA,SAMUEL,ADAMS,SEASONA,0.90973419,3.427194e+02,3.112500e+02,1.216654e+05,"Oz","SAMUEL ADAMS SEASONA"
"668", 8769232022,SAMUEL,ADAMS,BOSTON,SAMUEL,ADAMS,BOSTON,1.07929580,1.733757e+03,1.795830e+03,6.154837e+05,"Oz","SAMUEL ADAMS BOSTON"
"669", 8769239102,SAMUEL,ADAMS,GOLDEN,SAMUEL,ADAMS,GOLDEN,0.93320614,1.034476e+05,9.387660e+04,3.672390e+07,"Oz","SAMUEL ADAMS GOLDEN"
"670", 8769240020,SAMUEL,ADAMS,CREAM,S,SAMUEL,ADAMS,0.93810940,6.569615e+04,6.035510e+04,2.332214e+07,"Oz","SAMUEL ADAMS CREAM S"
"671", 8769240501,SAMUEL,ADAMS,HONEY,P,SAMUEL,ADAMS,0.90247822,1.464953e+05,1.290795e+05,5.200583e+07,"Oz","SAMUEL ADAMS HONEY P"
"672", 8769241022,SAMUEL,ADAMS,CREAM,S,SAMUEL,ADAMS,1.09179010,2.455850e+03,2.614150e+03,8.718268e+05,"Oz","SAMUEL ADAMS CREAM S"
"673", 8769241102,SAMUEL,ADAMS,SEASONA,SAMUEL,ADAMS,SEASONA,1.15343890,7.137627e+02,8.247800e+02,2.533857e+05,"Oz","SAMUEL ADAMS SEASONA"
"674", 8769241103,SAMUEL,ADAMS,SEASONA,SAMUEL,ADAMS,SEASONA,0.99949890,2.399202e+01,2.398000e+01,8.517168e+03,"Oz","SAMUEL ADAMS SEASONA"
"675", 8769241522,SAMUEL,ADAMS,HONEY,P,SAMUEL,ADAMS,1.09036580,3.375878e+03,3.602420e+03,1.198437e+06,"Oz","SAMUEL ADAMS HONEY P"
"676", 8769250040,SAMUEL,ADAMS,SEASONA,SAMUEL,ADAMS,SEASONA,1.08026610,1.809598e+04,1.882090e+04,6.424074e+06,"Oz","SAMUEL ADAMS SEASONA"
"677", 8769251216,SAMUEL,ADAMS,CRNBRY,SAMUEL,ADAMS,CRNBRY,1.10110130,6.657786e+02,7.300200e+02,2.363514e+05,"Oz","SAMUEL ADAMS CRNBRY"
"678", 8769280102,HARD,CORE,APPLE,CRAN,HARD,CORE,1.16538740,1.199601e+01,1.398000e+01,4.258584e+03,"Oz","HARD CORE APPLE CRAN"
"679", 8769281102,HARD,CORE,CRISP,HARD,HARD,CORE,1.16538740,3.598803e+01,4.194000e+01,1.277575e+04,"Oz","HARD CORE CRISP HARD"
"680", 8769290102,LONGSHOT,AMERICAN,PA,LONGSHOT,AMERICAN,PA,1.04407300,4.456518e+03,4.649030e+03,1.582064e+06,"Oz","LONGSHOT AMERICAN PA"
"681", 8769291100,LONGSHOT,BLACK,LAGER,LONGSHOT,BLACK,LAGER,1.08202640,4.198604e+01,4.543000e+01,1.490504e+04,"Oz","LONGSHOT BLACK LAGER"
"682", 8769291102,LONGSHOT,BLACK,LAGER,LONGSHOT,BLACK,LAGER,1.04347250,2.987007e+03,3.109480e+03,1.060387e+06,"Oz","LONGSHOT BLACK LAGER"
"683", 8769292100,LONGSHOT,HAZELNUT,BR,LONGSHOT,HAZELNUT,BR,1.06278920,8.997008e+01,9.585000e+01,3.193938e+04,"Oz","LONGSHOT HAZELNUT BR"
"684", 8769292102,LONGSHOT,HAZELNUT,BR,LONGSHOT,HAZELNUT,BR,1.04430540,6.075980e+03,6.328370e+03,2.156973e+06,"Oz","LONGSHOT HAZELNUT BR"
"685", 8780000004,COORS,CAN,COORS,CAN,COORS,CAN,0.46664813,6.392874e+03,2.897330e+03,2.269470e+06,"Oz","COORS CAN"
"686", 8780000005,COORS,LIGHT,COORS,LIGHT,COORS,LIGHT,0.47143734,8.482180e+03,3.922390e+03,3.011174e+06,"Oz","COORS LIGHT"
"687", 8797501350,SAPPORO,DRAFT,BEER,N,SAPPORO,DRAFT,0.94877839,1.750818e+04,1.640910e+04,6.215403e+06,"Oz","SAPPORO DRAFT BEER N"
"688", 8797502650,SAPPORO,DRAFT,BEER,C,SAPPORO,DRAFT,1.09451380,4.034375e+04,4.294775e+04,1.432203e+07,"Oz","SAPPORO DRAFT BEER C"
"689", 8797511350,SAPPORO,DRY,BEER,NR,SAPPORO,DRY,0.93197644,1.445519e+03,1.347190e+03,5.131594e+05,"Oz","SAPPORO DRY BEER NR"
"690", 8813040389,LITTLE,KINGS,CRM,ALE,LITTLE,KINGS,0.77368659,3.740956e+04,2.830379e+04,1.328039e+07,"Oz","LITTLE KINGS CRM ALE"
"691", 8813041888,LITTLE,KINGS,CREAM,A,LITTLE,KINGS,0.41713867,6.331228e+01,2.641000e+01,2.247586e+04,"Oz","LITTLE KINGS CREAM A"
"692", 8834510002,MCEWANS,SCOTCH,ALE,N,MCEWANS,SCOTCH,1.24139310,1.877376e+03,2.324370e+03,6.664684e+05,"Oz","MCEWANS SCOTCH ALE N"
"693", 8834510005,NEWCASTLE,BROWN,ALE,NEWCASTLE,BROWN,ALE,1.23082970,1.248185e+04,1.523379e+04,4.431057e+06,"Oz","NEWCASTLE BROWN ALE"
"694", 8834510050,MCEWANS,SCOTCH,ALE,N,MCEWANS,SCOTCH,1.33210950,5.998005e+00,7.990000e+00,2.129292e+03,"Oz","MCEWANS SCOTCH ALE N"
"695", 8839400002,SPATEN,PREMIUM,LAGER,SPATEN,PREMIUM,LAGER,1.16538740,1.835390e+03,2.138940e+03,6.515634e+05,"Oz","SPATEN PREMIUM LAGER"
"696", 8839400004,SPATEN,SPECIAL,DARK,SPATEN,SPECIAL,DARK,1.16538740,1.055649e+03,1.230240e+03,3.747554e+05,"Oz","SPATEN SPECIAL DARK"
"697", 8839400006,SPATEN,OKTOBERFEST,SPATEN,OKTOBERFEST,SPATEN,OKTOBERFEST,0.99866527,6.537826e+02,6.529100e+02,2.320928e+05,"Oz","SPATEN OKTOBERFEST"
"698", 8839400017,FRANZISKANER,HEFE-WE,FRANZISKANER,HEFE-WE,FRANZISKANER,HEFE-WE,1.23168810,1.314242e+04,1.623449e+04,4.665560e+06,"Oz","FRANZISKANER HEFE-WE"
"699", 8873320622,POINT,BOCK,BEER,POINT,BOCK,BEER,0.70356721,1.319561e+02,9.138000e+01,4.684442e+04,"Oz","POINT BOCK BEER"
"700", 8873320641,POINT,BEER,LNNR,BTLS,POINT,BEER,0.68662328,9.185346e+04,6.064232e+04,3.260798e+07,"Oz","POINT BEER LNNR BTLS"
"701", 8873320648,POINT,PALE,ALE,POINT,PALE,ALE,0.72484159,1.127625e+03,8.031100e+02,4.003069e+05,"Oz","POINT PALE ALE"
"702", 8885700060,SUNTORY,DRY,BEER,NR,SUNTORY,DRY,0.91530424,1.259581e+02,1.152900e+02,4.471513e+04,"Oz","SUNTORY DRY BEER NR"
"703", 8912181002,ARIEL,WHITE,NON,ALCH,ARIEL,WHITE,2.35359620,1.170423e+03,2.764760e+03,4.155000e+05,"ML","ARIEL WHITE NON ALCH"
"704", 8912183002,$ARIEL,NA,CHARDONNAY,$ARIEL,NA,CHARDONNAY,3.49882170,1.690141e+03,5.907500e+03,6.000000e+05,"ML","$ARIEL NA CHARDONNAY"
"705", 8912184002,$ARIEL,NA,WHITE,ZINF,$ARIEL,NA,2.92426320,4.472535e+03,1.305073e+04,1.587750e+06,"ML","$ARIEL NA WHITE ZINF"
"706", 8912185002,ARIEL,CABERNET,SAUVI,ARIEL,CABERNET,SAUVI,3.58772090,5.575352e+03,1.997365e+04,1.979250e+06,"ML","ARIEL CABERNET SAUVI"
"707", 8920000826,TECATE,BEER,TECATE,BEER,TECATE,BEER,0.96532089,2.999003e+02,2.895000e+02,1.064646e+05,"Oz","TECATE BEER"
"708", 8928600008,TECATE,BEER,TECATE,BEER,TECATE,BEER,0.96532089,1.199601e+01,1.158000e+01,4.258584e+03,"Oz","TECATE BEER"
"709", 8952341503,COOPERS,STOUT,COOPERS,STOUT,COOPERS,STOUT,1.10866750,8.097307e+02,8.881500e+02,2.874544e+05,"Oz","COOPERS STOUT"
"710", 8954019937,DOUBLE,DIAMOND,BEER,DOUBLE,DIAMOND,BEER,1.24874840,1.463513e+03,1.827560e+03,5.195472e+05,"Oz","DOUBLE DIAMOND BEER"
"711", 8954031104,ST,PAULI,GIRL,BEER,N,ST,1.04113170,3.904102e+04,3.908051e+04,1.385956e+07,"Oz","ST PAULI GIRL BEER N"
"712", 8954031108,ST,PAULI,GIRL,DK,BEE,ST,1.01712630,7.485511e+03,7.376890e+03,2.657356e+06,"Oz","ST PAULI GIRL DK BEE"
"713", 8982600009,TECATE,BEER,CANS,TECATE,BEER,CANS,0.91460568,3.711566e+04,3.142641e+04,1.317606e+07,"Oz","TECATE BEER CANS"
"714", 8982600041,TECATE,BEER,TECATE,BEER,TECATE,BEER,0.96397787,1.025659e+03,9.874800e+02,3.641089e+05,"Oz","TECATE BEER"
"715", 8982600200,CARTA,BLANCA,BEER,N.,CARTA,BLANCA,1.02953970,1.799402e+02,1.854000e+02,6.387876e+04,"Oz","CARTA BLANCA BEER N."
"716", 8982600600,WATNEY'S,RED,WATNEY'S,RED,WATNEY'S,RED,1.29201670,1.751418e+03,2.202580e+03,6.217533e+05,"Oz","WATNEY'S RED"
"717", 8982650001,TECATE,N.R.,BTLS,TECATE,N.R.,BTLS,0.88607085,4.506901e+04,3.835098e+04,1.599950e+07,"Oz","TECATE N.R. BTLS"
"718", 8982660001,CARTA,BLANCA,N.R.,BT,CARTA,BLANCA,0.99374944,4.624462e+03,4.472470e+03,1.641684e+06,"Oz","CARTA BLANCA N.R. BT"
"719", 8982670001,BOHEMIA,N.R.,BOTTLES,BOHEMIA,N.R.,BOTTLES,1.03900270,6.783744e+03,6.913190e+03,2.408229e+06,"Oz","BOHEMIA N.R. BOTTLES"
"720", 8982690002,TECATE,/,4,WRAPPED,6,TECATE,0.59781075,1.034056e+04,5.915920e+03,3.670899e+06,"Oz","TECATE / 4 WRAPPED 6"
"721", 8982690027,TECATE,LIGHT,N.R.,BT,TECATE,LIGHT,0.80867964,6.957686e+02,5.568400e+02,2.469979e+05,"Oz","TECATE LIGHT N.R. BT"
"722", 8982690090,TECATE,LIGHT,CANS,TECATE,LIGHT,CANS,0.92479092,4.198604e+02,3.772800e+02,1.490504e+05,"Oz","TECATE LIGHT CANS"
"723", 9067200001,BEER,OF,AMERICA,SAMP,BEER,OF,1.64954830,6.997674e+01,1.129300e+02,2.484174e+04,"Oz","BEER OF AMERICA SAMP"
"724", 9200000013,OLD,MILWAUKEE,ICE,OLD,MILWAUKEE,ICE,0.39846578,2.399202e+01,9.559999e+00,8.517168e+03,"Oz","OLD MILWAUKEE ICE"
"725", 9200000206,OLD,MILWAUKEE,ICE,OLD,MILWAUKEE,ICE,0.37275320,2.207266e+03,7.965200e+02,7.835795e+05,"Oz","OLD MILWAUKEE ICE"
"726", 9200000207,RED,RIVER,LAGER,RED,RIVER,LAGER,0.83194321,1.619461e+02,1.347300e+02,5.749088e+04,"Oz","RED RIVER LAGER"
"727", 9530113001,ROGUE,ALE,ROGUE,ALE,ROGUE,ALE,1.49883150,1.799402e+01,2.697000e+01,6.387876e+03,"Oz","ROGUE ALE"
"728", 9530113008,ROGUE,ALE,ROGUE,ALE,ROGUE,ALE,1.49883150,4.198604e+01,6.293000e+01,1.490504e+04,"Oz","ROGUE ALE"
"729", 9530113017,ROGUE,DEAD,GUY,ALE,ROGUE,DEAD,2.44990520,6.047989e+01,1.481700e+02,2.147036e+04,"Oz","ROGUE DEAD GUY ALE"
"730", 9530113027,ROGUE,HAZELNUT,BROWN,ROGUE,HAZELNUT,BROWN,2.44990520,2.015996e+01,4.939000e+01,7.156787e+03,"Oz","ROGUE HAZELNUT BROWN"
"731", 9530113100,ROGUE,AMERICAN,AMBER,ROGUE,AMERICAN,AMBER,0.99866527,6.597806e+01,6.589000e+01,2.342221e+04,"Oz","ROGUE AMERICAN AMBER"
"732", 9530113103,ROGUE,OREGON,ALE,ROGUE,OREGON,ALE,0.99866527,2.999003e+01,2.995000e+01,1.064646e+04,"Oz","ROGUE OREGON ALE"
"733", 9651312352,DUSSELDORFER,PALE,AL,DUSSELDORFER,PALE,AL,1.16538740,6.597806e+01,7.689000e+01,2.342221e+04,"Oz","DUSSELDORFER PALE AL"
"734", 9651312353,DUSSELDORFER,AMBER,A,DUSSELDORFER,AMBER,A,1.16538740,1.199601e+02,1.398000e+02,4.258584e+04,"Oz","DUSSELDORFER AMBER A"
"735", 9651312357,DUSSELDORFER,DARK,AL,DUSSELDORFER,DARK,AL,1.16538740,4.198604e+01,4.893000e+01,1.490504e+04,"Oz","DUSSELDORFER DARK AL"
"736", 9709631767,OREGON,BREWERY,INDIA,OREGON,BREWERY,INDIA,0.83194321,1.799402e+01,1.497000e+01,6.387876e+03,"Oz","OREGON BREWERY INDIA"
"737", 9781611110,CHICAGO'S,LEGACY,LAG,CHICAGO'S,LEGACY,LAG,0.93197644,1.199601e+01,1.118000e+01,4.258584e+03,"Oz","CHICAGO'S LEGACY LAG"
"738", 9781611111,LEGACY,LAGER,BEER,LEGACY,LAGER,BEER,0.91642720,1.453917e+04,1.310789e+04,5.161404e+06,"Oz","LEGACY LAGER BEER"
"739", 9781622222,LEGACY,RED,ALE,LEGACY,RED,ALE,1.08202640,1.379541e+02,1.492700e+02,4.897372e+04,"Oz","LEGACY RED ALE"
"740", 9781644444,BIG,SHOULDERS,BEER,BIG,SHOULDERS,BEER,1.08202640,1.439521e+02,1.557600e+02,5.110301e+04,"Oz","BIG SHOULDERS BEER"
"741", 9893110006,BADERBRAU,BEER,NR,BT,BADERBRAU,BEER,0.95738101,1.892131e+05,1.725489e+05,6.717065e+07,"Oz","BADERBRAU BEER NR BT"
"742", 9893110007,BADERBRAU,BOCK,BADERBRAU,BOCK,BADERBRAU,BOCK,0.96684515,1.170211e+04,1.101533e+04,4.154249e+06,"Oz","BADERBRAU BOCK"
"743", 9893110017,BADERBRAU,BOCK,BADERBRAU,BOCK,BADERBRAU,BOCK,0.97365701,1.199601e+01,1.168000e+01,4.258584e+03,"Oz","BADERBRAU BOCK"
"744",60260010000,LEZAJSK,LAGER,BEER,LEZAJSK,LAGER,BEER,1.06937290,1.012703e+04,1.082281e+04,3.595097e+06,"Oz","LEZAJSK LAGER BEER"
"745",60272500010,MURPHYS,IRSH,DRAUGHT,MURPHYS,IRSH,DRAUGHT,1.41348760,9.024416e+02,1.275590e+03,3.203668e+05,"Oz","MURPHYS IRSH DRAUGHT"
"746",60272500017,MURPHYS,IRSH,AMBER,(,MURPHYS,IRSH,1.07812640,3.700769e+03,3.983830e+03,1.313773e+06,"Oz","MURPHYS IRSH AMBER ("
"747",71960700003,RHINO,CHASERS,LAGER,RHINO,CHASERS,LAGER,0.94702876,1.217595e+03,1.139450e+03,4.322463e+05,"Oz","RHINO CHASERS LAGER"
"748",71960700004,RHINO,CHASERS,LAGER,RHINO,CHASERS,LAGER,0.95698476,1.019661e+02,9.733000e+01,3.619796e+04,"Oz","RHINO CHASERS LAGER"
"749",71960700011,RHINO,CHASERS,AMERIC,RHINO,CHASERS,AMERIC,0.99866527,1.799402e+01,1.797000e+01,6.387876e+03,"Oz","RHINO CHASERS AMERIC"
"750",71969380011,BEERS,OF,THE,WORLD,G,BEERS,1.26148000,5.358218e+03,6.706300e+03,1.902167e+06,"Oz","BEERS OF THE WORLD G"
"751",71975120103,MORETTI,N.R.,BTLS,MORETTI,N.R.,BTLS,1.15445460,1.577475e+04,1.710500e+04,5.600038e+06,"Oz","MORETTI N.R. BTLS"
"752",73321001102,DEVIL,MOUNTAIN,FIVE,DEVIL,MOUNTAIN,FIVE,0.93339729,4.156618e+03,3.806560e+03,1.475599e+06,"Oz","DEVIL MOUNTAIN FIVE"
"753",73321002102,DEVIL,MTN,RAILROAD,G,DEVIL,MTN,0.93543291,2.885041e+03,2.642690e+03,1.024189e+06,"Oz","DEVIL MTN RAILROAD G"
"754",73321003102,DEVIL,MOUNTAIN,BLK,H,DEVIL,MOUNTAIN,0.93652344,2.585140e+03,2.391690e+03,9.177248e+05,"Oz","DEVIL MOUNTAIN BLK H"
"755",73588811206,CELIS,WHITE,ALE,CELIS,WHITE,ALE,1.18819000,7.317567e+03,8.699970e+03,2.597736e+06,"Oz","CELIS WHITE ALE"
"756",73588821206,CELIS,PALE,BOCK,CELIS,PALE,BOCK,1.18984660,1.139621e+03,1.356600e+03,4.045655e+05,"Oz","CELIS PALE BOCK"
